1,2,3,4,5,6
9,6,4,5,2,0
0,0,0,3,0,1
0,6,6,0,2,0
0,0,6,0,0,0
0,6,0,2,1,0
0,0,0,0,2,0
11,0,5,5,1,0
9,0,0,4,1,0
0,0,0,0,2,0
8,0,0,0,2,0
12,0,5,0,2,0
0,0,6,0,0,0
8,7,0,5,0,1
0,0,0,0,1,0
10,9,0,0,2,0
0,0,0,0,2,0
0,0,4,0,0,0
0,0,0,0,2,0
0,0,0,3,0,0
0,0,0,0,2,0
0,8,6,0,2,1
0,0,0,0,0,1
12,9,6,4,1,0
0,0,0,3,0,0
0,9,0,0,0,1
12,0,0,0,0,0
0,0,0,0,1,0
0,0,0,2,2,0
0,0,0,0,1,0
0,7,0,2,0,0
8,8,0,0,0,0
0,0,0,0,2,0
0,0,0,0,2,0
0,0,0,0,0,1
0,0,0,0,1,0
0,9,5,0,2,0
0,0,6,0,1,0
8,0,0,2,0,0
0,7,0,2,1,0
0,0,6,5,0,0
0,7,0,3,0,0
0,0,5,0,2,0
0,0,5,0,0,0
0,0,0,0,2,0
0,0,6,4,2,0
0,0,0,0,2,1
0,8,0,0,2,0
10,0,0,0,1,0
0,0,0,5,0,0
0,0,0,0,2,0
0,6,4,0,2,0
0,9,6,3,2,0
0,0,5,0,0,0
11,9,0,0,0,0
0,0,0,3,0,0
10,0,0,0,1,0
12,6,0,0,2,0
8,0,5,2,0,0
0,6,0,0,0,0
0,0,0,3,1,0
0,9,0,5,0,0
9,6,0,0,2,1
11,0,0,0,0,0
12,7,0,5,0,0
0,6,0,3,0,0
12,0,5,0,1,0
9,6,6,0,1,0
0,0,0,0,1,0
0,6,0,0,0,0
10,8,5,2,2,0
0,0,4,5,2,0
10,7,0,0,0,0
11,9,5,0,2,0
8,0,6,3,1,0
0,0,0,3,0,0
12,0,0,4,1,0
8,0,6,0,1,1
0,7,0,0,0,0
8,0,0,0,2,0
0,0,0,0,2,0
9,7,0,3,1,0
0,0,4,0,0,0
8,0,0,0,2,0
0,0,0,0,2,0
11,0,0,0,0,0
0,0,5,4,0,0
0,0,6,3,0,0
0,0,0,5,0,0
0,0,0,3,0,0
0,0,4,0,0,0
0,9,0,2,2,0
0,0,0,0,2,0
0,6,5,4,2,0
0,0,0,2,2,0
11,9,0,0,1,0
0,0,0,3,2,0
0,6,0,0,0,0
0,0,0,0,1,0
11,8,0,0,2,0
0,0,0,2,0,1
0,8,4,5,0,1
11,0,0,4,1,0
9,0,4,0,1,1
0,0,6,0,0,0
0,9,6,0,2,0
