1,2,3,4,5,6
10,6,0,0,0,0
0,0,6,0,0,0
0,7,6,0,0,0
10,8,0,0,0,0
0,7,0,0,0,0
0,8,0,0,0,0
0,0,0,2,0,0
0,7,0,0,0,1
0,0,0,2,0,0
0,7,0,0,0,0
0,9,5,0,0,1
0,8,0,0,1,0
0,0,0,0,2,0
9,6,4,0,0,0
0,8,0,5,0,0
0,7,0,0,1,0
0,9,0,0,0,0
9,9,0,0,0,1
0,0,0,0,2,0
0,9,0,0,0,1
0,6,0,0,2,0
0,8,0,0,0,0
0,7,0,0,0,0
0,0,0,5,0,0
0,9,0,0,0,0
0,7,6,0,0,0
10,9,0,0,0,1
0,7,6,0,2,0
0,7,0,3,2,0
0,7,0,0,1,1
10,7,0,0,0,0
0,9,0,0,0,0
0,6,0,0,1,0
0,8,0,0,1,0
0,9,0,0,1,0
0,9,5,0,2,0
0,9,0,0,0,0
0,9,6,4,0,0
9,8,0,5,2,0
0,9,0,0,0,0
0,9,0,0,0,0
0,6,4,5,0,0
9,7,5,0,0,0
9,7,0,0,1,0
9,7,0,0,0,1
0,0,0,4,0,0
0,7,0,0,0,0
0,6,0,5,0,0
0,0,5,0,0,0
0,7,0,0,1,0
0,6,6,2,0,0
0,6,0,0,0,0
10,7,0,0,0,1
0,6,6,0,0,1
9,7,0,4,2,0
0,9,0,0,0,0
12,9,0,2,0,0
11,7,0,4,0,0
0,9,0,0,0,0
0,9,0,3,0,0
0,8,0,3,0,0
0,6,0,0,0,0
0,0,0,0,2,0
0,8,0,0,1,0
0,9,0,0,2,0
0,6,0,0,0,0
0,8,6,0,0,1
0,8,0,4,0,0
0,8,6,0,2,0
0,6,4,0,0,0
0,0,4,0,2,0
0,6,0,0,0,0
0,6,0,2,0,0
0,0,0,3,0,0
0,0,6,0,0,0
0,8,0,4,0,1
0,7,0,5,0,0
9,9,5,0,0,0
0,7,5,0,0,0
0,7,0,0,2,0
11,8,0,3,2,0
0,0,5,0,2,1
0,8,0,0,0,1
0,8,0,0,0,0
0,6,4,0,0,1
8,7,0,0,0,0
9,0,0,0,0,0
0,8,0,0,0,0
0,9,6,0,0,0
11,9,0,0,0,0
0,8,0,0,0,0
8,6,6,0,0,0
0,8,0,2,0,0
0,7,0,0,0,1
12,8,0,0,0,0
0,8,0,0,0,0
0,8,0,0,0,0
0,8,0,0,0,1
0,6,4,0,0,0
0,8,0,0,0,0
0,6,6,4,0,0
8,9,0,0,0,0
0,7,4,0,0,0
0,9,0,0,2,0
10,7,6,4,0,1
