room,time,demand_ID,rev
1,1,1,0.0
1,1,2,1.0
1,1,3,2.0
1,1,4,3.0
1,1,5,4.0
1,1,6,5.0
1,1,7,6.0
1,1,8,7.0
1,1,9,8.0
1,1,10,9.0
1,1,11,10.0
1,1,12,11.0
1,1,13,12.0
1,1,14,13.0
1,1,15,14.0
1,1,16,15.0
1,1,17,16.0
1,1,18,17.0
1,1,19,18.0
1,1,20,19.0
1,1,21,19.0
1,2,1,0.0
1,2,2,1.0
1,2,3,2.0
1,2,4,2.0
1,2,5,2.0
1,2,6,2.0
1,2,7,2.0
1,2,8,2.0
1,2,9,2.0
1,2,10,2.0
1,2,11,2.0
1,2,12,2.0
1,2,13,2.0
1,2,14,2.0
1,2,15,2.0
1,2,16,2.0
1,2,17,2.0
1,2,18,2.0
1,2,19,2.0
1,2,20,2.0
1,2,21,1.999999999999993
1,3,1,0.0
1,3,2,1.0
1,3,3,2.0
1,3,4,2.0
1,3,5,2.0
1,3,6,2.0
1,3,7,2.0
1,3,8,2.0
1,3,9,2.0
1,3,10,2.0
1,3,11,2.0
1,3,12,2.0
1,3,13,2.0
1,3,14,2.0
1,3,15,2.0
1,3,16,2.0
1,3,17,2.0
1,3,18,2.0
1,3,19,2.0000000000000435
1,3,20,2.0000000000000435
1,3,21,2.0000000000000075
1,4,1,0.0
1,4,2,1.0
1,4,3,2.0
1,4,4,1.9999999999999891
1,4,5,2.0
1,4,6,2.0
1,4,7,2.0
1,4,8,2.0
1,4,9,2.0
1,4,10,2.0
1,4,11,2.0
1,4,12,2.0
1,4,13,2.0000000000000346
1,4,14,2.0
1,4,15,2.0
1,4,16,2.000000000000037
1,4,17,2.0000000000000364
1,4,18,2.0
1,4,19,2.0
1,4,20,2.0
1,4,21,2.0
1,5,1,0.0
1,5,2,1.0
1,5,3,2.0
1,5,4,1.9999999999999998
1,5,5,2.0000000000000004
1,5,6,2.0
1,5,7,2.0
1,5,8,2.0
1,5,9,2.0
1,5,10,2.0
1,5,11,2.0
1,5,12,2.0
1,5,13,2.0
1,5,14,2.0
1,5,15,2.0
1,5,16,2.0
1,5,17,2.0
1,5,18,2.0
1,5,19,2.0
1,5,20,2.0
1,5,21,2.0
1,6,1,0.0
1,6,2,1.0
1,6,3,2.0
1,6,4,2.0
1,6,5,2.0
1,6,6,2.0
1,6,7,2.0
1,6,8,2.0
1,6,9,2.0
1,6,10,2.0
1,6,11,2.0
1,6,12,2.0
1,6,13,2.0
1,6,14,2.0
1,6,15,2.0
1,6,16,2.0
1,6,17,2.0
1,6,18,2.0
1,6,19,2.0
1,6,20,2.0
1,6,21,2.0
2,1,1,0.0
2,1,2,1.0
2,1,3,2.0
2,1,4,3.0
2,1,5,4.0
2,1,6,5.0
2,1,7,6.0
2,1,8,6.999999999999999
2,1,9,8.0
2,1,10,9.0
2,1,11,10.0
2,2,1,0.0
2,2,2,0.0
2,2,3,0.0
2,2,4,0.0
2,2,5,0.0
2,2,6,0.0
2,2,7,0.0
2,2,8,0.0
2,2,9,0.0
2,2,10,0.0
2,2,11,0.0
2,3,1,0.0
2,3,2,0.0
2,3,3,0.0
2,3,4,0.0
2,3,5,0.0
2,3,6,0.0
2,3,7,0.0
2,3,8,0.0
2,3,9,0.0
2,3,10,0.0
2,3,11,0.0
2,4,1,0.0
2,4,2,0.0
2,4,3,-0.0
2,4,4,0.0
2,4,5,0.0
2,4,6,0.0
2,4,7,0.0
2,4,8,0.0
2,4,9,0.0
2,4,10,0.0
2,4,11,0.0
2,5,1,0.0
2,5,2,0.0
2,5,3,0.0
2,5,4,0.0
2,5,5,0.0
2,5,6,0.0
2,5,7,0.0
2,5,8,0.0
2,5,9,0.0
2,5,10,0.0
2,5,11,-0.0
2,6,1,0.0
2,6,2,0.0
2,6,3,0.0
2,6,4,0.0
2,6,5,0.0
2,6,6,0.0
2,6,7,0.0
2,6,8,0.0
2,6,9,0.0
2,6,10,0.0
2,6,11,0.0
