1,2,3,4,5,6
11,0,0,0,0,0
10,0,0,0,0,0
8,0,0,0,0,0
10,0,4,0,0,0
8,0,0,0,0,0
11,0,0,0,0,0
12,0,0,2,0,0
9,7,6,0,0,1
12,0,0,0,0,0
9,0,4,0,0,0
11,0,0,2,0,0
12,0,0,0,2,0
11,0,0,3,1,0
8,0,0,0,0,0
12,0,0,0,0,1
10,0,0,3,0,0
11,0,0,4,0,0
9,0,0,2,0,1
11,9,0,0,0,0
12,0,0,5,0,1
11,0,4,0,0,0
10,0,0,0,1,0
11,0,6,0,0,0
8,0,0,2,0,0
8,0,0,0,0,0
9,6,0,0,0,1
9,0,0,0,0,0
12,9,0,0,0,0
12,0,0,0,2,0
12,0,0,0,0,0
9,0,0,0,0,0
8,0,5,0,0,0
8,0,0,0,0,0
10,0,0,0,0,0
12,0,0,0,0,0
10,0,0,0,2,0
9,0,0,0,0,0
8,7,0,3,0,0
11,0,5,0,0,0
8,0,0,0,0,0
11,8,0,0,1,0
9,0,0,0,0,0
9,7,0,0,0,0
8,0,4,0,0,0
11,0,0,2,1,0
8,0,0,0,2,0
9,0,0,0,2,0
11,0,6,0,0,0
8,0,0,0,0,0
0,9,0,0,0,0
9,0,0,3,2,0
11,0,0,0,0,0
