1,2,3,4,5,6
8,8,0,0,0,0
9,0,0,0,0,0
8,0,0,5,0,0
10,9,0,0,0,0
10,0,0,0,2,0
12,0,0,3,0,0
11,0,6,0,0,0
11,0,0,0,0,0
8,0,0,5,0,0
8,8,6,0,0,0
11,0,0,0,2,0
12,0,5,0,0,1
10,0,6,0,0,0
9,0,0,0,0,0
12,0,0,0,2,0
9,0,0,0,0,0
9,6,0,0,0,0
10,6,0,4,0,0
8,0,5,0,1,0
11,0,0,0,0,1
9,0,0,0,0,0
9,6,0,4,0,0
12,0,0,0,0,0
9,0,0,0,0,0
12,0,0,4,0,0
0,7,0,0,0,0
12,0,0,0,0,0
0,9,0,0,1,0
12,7,0,0,0,0
8,0,0,0,0,0
10,0,0,0,0,1
10,9,0,0,0,0
11,0,6,0,0,0
8,9,0,3,0,0
8,0,0,3,0,0
8,0,6,0,0,0
9,8,0,5,0,1
10,0,0,0,0,0
12,0,0,3,0,0
12,0,0,0,0,1
9,0,5,0,0,0
9,0,0,3,2,0
10,0,0,0,0,0
12,0,0,4,0,0
11,7,0,0,0,0
11,0,0,0,0,0
12,0,0,3,0,0
11,0,4,0,1,0
8,0,5,0,0,0
8,9,0,0,0,0
10,0,0,0,0,0
8,0,0,2,2,0
