1,2,3,4,5,6
10,7,5,2,1,0
0,9,0,0,2,0
11,0,0,0,2,1
0,0,0,4,0,0
0,8,0,0,0,1
0,0,0,0,2,0
0,0,0,0,2,0
8,0,6,4,2,0
8,0,0,0,1,0
12,0,5,3,0,0
0,0,0,2,2,1
0,0,0,0,1,0
12,0,0,3,0,0
0,0,4,3,2,0
0,6,0,0,0,0
0,7,0,3,2,0
0,9,0,2,1,1
0,0,0,0,1,0
8,0,4,0,2,0
8,6,4,0,2,0
0,9,0,0,1,0
0,0,5,0,0,0
0,9,5,0,1,0
0,0,4,3,2,0
0,8,0,0,1,0
11,0,0,5,1,0
0,9,0,2,1,0
10,8,0,2,2,0
0,0,0,0,0,1
0,6,0,3,0,0
0,7,0,0,0,0
0,0,5,5,0,0
0,0,0,0,2,0
11,7,0,0,1,0
9,0,0,0,0,1
10,6,5,0,0,0
11,0,6,0,0,0
0,0,6,0,0,0
12,0,0,0,0,0
0,0,0,4,2,0
8,0,6,2,1,1
0,0,5,0,1,0
0,0,6,0,0,0
0,8,0,0,1,1
0,0,0,0,1,0
0,0,4,3,0,0
8,0,0,0,0,0
0,0,0,0,2,0
0,0,0,4,1,0
10,0,0,0,1,1
0,0,0,0,1,0
0,0,0,5,1,0
