1,2,3,4,5,6
10,0,5,0,0,0
0,0,5,0,0,0
0,0,0,0,1,0
10,0,0,0,0,0
0,0,0,5,2,0
0,8,0,4,0,0
11,0,0,0,0,0
9,0,0,0,1,0
10,0,0,0,1,1
0,0,5,0,2,0
0,0,0,0,2,0
12,8,5,0,0,0
10,0,0,0,1,1
0,8,4,0,1,0
8,9,0,0,1,0
0,0,0,0,2,0
11,0,0,0,2,0
0,0,0,5,0,0
0,8,0,0,2,0
0,0,0,3,1,0
0,9,0,0,2,0
0,0,0,0,2,0
0,0,0,2,1,1
11,0,0,3,0,0
0,0,4,0,2,0
0,0,6,0,2,0
9,6,0,2,2,0
0,0,5,5,0,0
0,0,6,5,0,1
12,7,0,0,1,0
0,7,0,0,0,0
10,0,6,0,2,0
0,9,4,5,0,0
0,8,0,3,1,1
0,0,0,5,2,0
0,0,6,3,1,0
0,0,4,0,2,0
0,0,0,0,2,0
0,8,0,0,0,0
8,0,4,2,0,0
9,0,0,3,0,0
0,0,6,0,2,0
0,0,0,3,0,0
12,8,4,0,2,0
0,0,0,0,1,0
0,0,4,0,0,0
0,0,5,4,2,0
0,0,0,0,0,1
12,8,0,0,0,0
0,0,0,4,0,0
8,0,0,4,2,0
0,0,0,0,1,0
