room,time,demand_ID,rev
1,1,1,0.0
1,1,2,1.0
1,1,3,2.0
1,1,4,3.0
1,1,5,4.0
1,1,6,5.0
1,1,7,6.0
1,1,8,7.0
1,1,9,8.0
1,1,10,9.0
1,1,11,10.0
1,1,12,11.0
1,1,13,12.0
1,1,14,13.0
1,1,15,14.0
1,1,16,15.0
1,1,17,16.0
1,1,18,17.0
1,1,19,18.0
1,1,20,19.0
1,1,21,20.0
1,1,22,21.0
1,1,23,22.0
1,1,24,23.0
1,1,25,24.0
1,1,26,25.0
1,1,27,26.0
1,1,28,27.0
1,1,29,28.0
1,1,30,29.0
1,1,31,30.0
1,1,32,31.0
1,1,33,32.0
1,1,34,33.0
1,1,35,34.0
1,1,36,35.0
1,1,37,36.0
1,1,38,37.0
1,1,39,38.0
1,1,40,39.0
1,1,41,40.0
1,10,1,0.0
1,10,2,0.0
1,10,3,0.0
1,10,4,0.0
1,10,5,0.0
1,10,6,0.0
1,10,7,0.0
1,10,8,0.0
1,10,9,0.0
1,10,10,0.0
1,10,11,0.0
1,10,12,0.0
1,10,13,0.0
1,10,14,0.0
1,10,15,0.0
1,10,16,0.0
1,10,17,0.0
1,10,18,0.0
1,10,19,0.0
1,10,20,0.0
1,10,21,0.0
1,10,22,0.0
1,10,23,0.0
1,10,24,0.0
1,10,25,0.0
1,10,26,0.0
1,10,27,0.0
1,10,28,0.0
1,10,29,0.0
1,10,30,0.0
1,10,31,0.0
1,10,32,0.0
1,10,33,0.0
1,10,34,0.0
1,10,35,0.0
1,10,36,0.0
1,10,37,0.0
1,10,38,0.0
1,10,39,0.0
1,10,40,0.0
1,10,41,0.0
1,11,1,0.0
1,11,2,0.0
1,11,3,0.0
1,11,4,0.0
1,11,5,0.0
1,11,6,0.0
1,11,7,0.0
1,11,8,0.0
1,11,9,0.0
1,11,10,0.0
1,11,11,0.0
1,11,12,0.0
1,11,13,0.0
1,11,14,0.0
1,11,15,0.0
1,11,16,0.0
1,11,17,0.0
1,11,18,0.0
1,11,19,0.0
1,11,20,0.0
1,11,21,0.0
1,11,22,0.0
1,11,23,0.0
1,11,24,0.0
1,11,25,0.0
1,11,26,0.0
1,11,27,0.0
1,11,28,0.0
1,11,29,0.0
1,11,30,0.0
1,11,31,0.0
1,11,32,0.0
1,11,33,0.0
1,11,34,0.0
1,11,35,0.0
1,11,36,0.0
1,11,37,0.0
1,11,38,0.0
1,11,39,0.0
1,11,40,0.0
1,11,41,0.0
1,12,1,0.0
1,12,2,1.0
1,12,3,2.0
1,12,4,3.0
1,12,5,4.0
1,12,6,5.0
1,12,7,6.0
1,12,8,7.0
1,12,9,8.0
1,12,10,9.0
1,12,11,10.0
1,12,12,11.0
1,12,13,12.0
1,12,14,13.0
1,12,15,14.0
1,12,16,15.0
1,12,17,16.0
1,12,18,17.0
1,12,19,18.0
1,12,20,19.0
1,12,21,20.0
1,12,22,20.0
1,12,23,20.0
1,12,24,20.0
1,12,25,20.0
1,12,26,20.0
1,12,27,20.0
1,12,28,20.0
1,12,29,20.0
1,12,30,20.0
1,12,31,20.0
1,12,32,20.0
1,12,33,20.0
1,12,34,20.0
1,12,35,20.0
1,12,36,19.999999999999996
1,12,37,20.0
1,12,38,20.0
1,12,39,20.0
1,12,40,20.0
1,12,41,20.0
1,13,1,0.0
1,13,2,1.0
1,13,3,2.0
1,13,4,3.0
1,13,5,4.0
1,13,6,5.0
1,13,7,6.0
1,13,8,7.0
1,13,9,8.0
1,13,10,9.0
1,13,11,10.0
1,13,12,11.0
1,13,13,12.0
1,13,14,13.0
1,13,15,14.0
1,13,16,15.0
1,13,17,16.0
1,13,18,17.0
1,13,19,18.0
1,13,20,19.0
1,13,21,20.0
1,13,22,20.0
1,13,23,20.0
1,13,24,20.0
1,13,25,20.0
1,13,26,20.0
1,13,27,20.0
1,13,28,20.0
1,13,29,20.0
1,13,30,20.0
1,13,31,20.0
1,13,32,20.0
1,13,33,20.0
1,13,34,20.0
1,13,35,20.0
1,13,36,20.0
1,13,37,20.0
1,13,38,20.000000000000004
1,13,39,20.0
1,13,40,20.0
1,13,41,20.0
1,14,1,0.0
1,14,2,1.0
1,14,3,2.0
1,14,4,3.0
1,14,5,4.0
1,14,6,5.0
1,14,7,6.0
1,14,8,7.0
1,14,9,8.0
1,14,10,9.0
1,14,11,10.0
1,14,12,9.999999999999996
1,14,13,10.0
1,14,14,9.999999999999996
1,14,15,9.999999999999996
1,14,16,9.999999999999995
1,14,17,9.999999999999995
1,14,18,9.999999999999995
1,14,19,9.999999999999993
1,14,20,9.999999999999984
1,14,21,9.999999999999993
1,14,22,9.999999999999993
1,14,23,9.999999999999993
1,14,24,9.999999999999993
1,14,25,9.999999999999993
1,14,26,9.999999999999993
1,14,27,9.999999999999993
1,14,28,9.999999999999993
1,14,29,9.999999999999993
1,14,30,9.999999999999993
1,14,31,9.999999999999993
1,14,32,9.999999999999993
1,14,33,9.999999999999993
1,14,34,9.999999999999993
1,14,35,9.999999999999993
1,14,36,9.999999999999993
1,14,37,10.0
1,14,38,9.999999999999993
1,14,39,9.999999999999993
1,14,40,10.0
1,14,41,9.999999999999986
1,2,1,0.0
1,2,2,1.0
1,2,3,2.0
1,2,4,3.0
1,2,5,4.0
1,2,6,5.0
1,2,7,6.0
1,2,8,7.0
1,2,9,8.0
1,2,10,9.0
1,2,11,10.0
1,2,12,11.0
1,2,13,12.0
1,2,14,13.0
1,2,15,14.0
1,2,16,15.0
1,2,17,16.0
1,2,18,17.0
1,2,19,18.0
1,2,20,19.0
1,2,21,20.0
1,2,22,21.0
1,2,23,22.0
1,2,24,23.0
1,2,25,24.0
1,2,26,25.0
1,2,27,26.0
1,2,28,27.0
1,2,29,28.0
1,2,30,29.0
1,2,31,30.0
1,2,32,30.0
1,2,33,30.0
1,2,34,30.0
1,2,35,30.0
1,2,36,30.0
1,2,37,30.000000000000007
1,2,38,30.0
1,2,39,30.000000000000004
1,2,40,30.0
1,2,41,30.0
1,3,1,0.0
1,3,2,1.0
1,3,3,2.0
1,3,4,3.0
1,3,5,4.0
1,3,6,5.0
1,3,7,6.0
1,3,8,7.0
1,3,9,8.0
1,3,10,9.0
1,3,11,10.0
1,3,12,11.0
1,3,13,12.0
1,3,14,13.0
1,3,15,14.0
1,3,16,15.0
1,3,17,16.0
1,3,18,17.0
1,3,19,18.0
1,3,20,19.0
1,3,21,20.0
1,3,22,21.0
1,3,23,22.0
1,3,24,23.0
1,3,25,24.0
1,3,26,25.0
1,3,27,26.0
1,3,28,27.0
1,3,29,28.0
1,3,30,29.0
1,3,31,30.000000000000064
1,3,32,30.0
1,3,33,30.0
1,3,34,29.999999999999847
1,3,35,30.0
1,3,36,30.0
1,3,37,30.0
1,3,38,30.0
1,3,39,29.99999999999994
1,3,40,30.0
1,3,41,30.0
1,4,1,0.0
1,4,2,1.0
1,4,3,2.0
1,4,4,3.0
1,4,5,4.0
1,4,6,5.0
1,4,7,6.0
1,4,8,7.0
1,4,9,8.0
1,4,10,9.0
1,4,11,10.0
1,4,12,11.0
1,4,13,12.0
1,4,14,13.0
1,4,15,14.0
1,4,16,15.0
1,4,17,15.0
1,4,18,15.0
1,4,19,15.0
1,4,20,15.0
1,4,21,15.0
1,4,22,15.0
1,4,23,15.0
