1,2,3,4,5,6
12,0,0,0,1,0
10,0,4,0,0,0
8,0,0,0,0,0
12,0,0,0,0,1
12,0,0,2,2,0
9,0,0,0,0,0
10,0,0,0,0,1
9,0,0,0,0,1
9,0,0,0,0,0
10,7,0,0,1,0
12,0,6,4,0,0
8,0,4,0,0,1
12,0,0,0,0,0
10,0,5,5,1,0
9,0,4,0,0,0
10,0,0,0,0,0
9,6,0,2,0,0
9,0,0,2,0,0
10,0,0,0,0,0
12,8,5,0,0,1
8,0,4,0,0,0
8,0,0,0,0,0
8,0,0,2,0,0
8,0,0,0,0,1
11,8,0,0,0,0
9,6,0,0,0,1
0,0,4,5,2,0
9,0,0,0,0,0
12,0,0,0,0,1
10,0,0,0,0,0
9,0,0,0,0,0
11,0,0,0,0,0
8,0,5,2,0,0
11,0,0,0,0,0
0,0,5,4,0,0
9,0,0,5,0,0
10,0,0,0,0,0
0,6,0,0,2,0
9,0,6,0,0,0
9,0,0,0,2,0
0,0,0,0,2,0
9,9,0,0,0,0
0,8,0,5,0,0
9,0,0,0,2,0
9,0,0,0,0,0
8,0,0,0,0,0
12,0,6,3,1,0
10,0,0,0,0,0
11,7,0,0,1,0
10,0,0,0,0,1
11,0,0,0,1,0
12,0,0,5,0,0
8,0,0,4,0,0
12,0,0,0,0,0
11,0,0,0,0,0
10,6,0,0,0,0
8,0,0,0,0,0
8,0,6,0,0,0
8,0,0,0,0,0
10,0,0,0,0,0
10,0,6,0,0,1
10,0,5,4,0,0
12,0,0,0,0,1
11,0,0,0,0,0
9,0,0,2,0,0
8,0,0,0,0,0
9,0,0,0,1,0
9,0,0,0,0,0
10,0,0,0,0,0
12,0,0,0,0,0
9,7,0,5,0,0
8,0,5,0,0,0
10,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
10,0,5,0,0,0
8,0,0,0,0,0
0,9,0,0,1,0
8,0,6,0,1,0
9,0,0,0,2,0
10,0,6,0,0,0
10,8,0,0,0,0
10,8,4,0,0,0
8,0,0,0,0,0
8,0,0,0,0,0
12,0,0,0,0,0
9,0,0,0,1,0
9,7,4,0,0,0
8,0,0,5,0,0
12,0,0,5,1,0
11,0,0,0,2,0
8,0,0,0,0,0
12,0,0,0,1,0
10,9,0,0,0,0
10,0,0,0,0,0
11,6,0,0,0,0
12,0,5,0,0,0
8,0,0,0,0,0
9,0,4,0,0,0
8,0,0,0,0,0
8,6,0,0,1,0
9,0,4,0,0,0
10,0,4,0,0,0
9,0,0,0,2,0
