1,2,3,4,5,6
9,6,4,5,1,0
12,0,5,0,0,0
0,7,0,0,0,1
0,8,0,0,0,0
0,6,0,0,0,0
0,8,0,0,0,0
0,7,0,0,0,0
0,7,0,2,0,0
0,9,0,0,2,0
8,0,0,0,0,0
0,9,5,2,0,0
0,8,4,0,0,0
0,0,4,0,2,0
0,9,4,0,0,0
0,8,0,4,0,0
8,8,0,0,0,0
0,7,5,0,2,0
0,8,0,0,0,0
9,9,0,4,0,0
0,8,0,0,0,0
0,8,0,0,0,0
10,6,0,0,2,0
0,7,0,0,0,0
0,0,0,3,2,1
8,9,0,0,0,0
0,6,0,0,2,0
0,6,5,0,2,0
0,0,0,0,1,0
0,7,6,0,0,1
0,6,0,0,1,0
0,9,0,5,2,0
0,6,0,0,0,1
0,7,0,0,2,0
0,7,4,0,0,0
0,0,5,0,0,0
0,0,0,0,0,1
0,8,0,0,0,0
0,6,5,0,0,0
12,6,0,0,0,0
0,7,6,2,2,0
0,0,4,0,1,0
8,9,6,0,0,0
0,9,0,3,0,1
8,7,6,0,0,0
0,9,0,0,0,0
9,8,0,2,1,0
0,7,0,5,0,0
10,0,5,0,0,0
11,8,0,0,1,0
12,0,4,0,0,0
0,7,0,0,0,0
0,6,4,0,0,0
